Date,Gender,Annual Income,Company,Model,Engine,Transmission,Color,Price,Body Style,Dealer_Region
12/19/2022,Male,1141000,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22100,Hatchback,Austin
12/19/2022,Male,13500,Porsche,Boxter,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Middletown
12/19/2022,Male,13500,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,Hardtop,Greenville
12/19/2022,Male,1700000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Greenville
12/19/2022,Male,1290000,BMW,528i,Overhead Camshaft,Manual,Black,21000,SUV,Pasco
12/19/2022,Male,750000,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Janesville
12/19/2022,Male,674000,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,Hatchback,Scottsdale
12/19/2022,Female,13500,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hardtop,Janesville
12/19/2022,Male,1700000,BMW,323i,Overhead Camshaft,Manual,Pale White,21000,Hatchback,Janesville
12/19/2022,Female,435000,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,24000,Sedan,Scottsdale
12/19/2022,Male,875000,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Austin
12/19/2022,Male,1360000,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hardtop,Aurora
12/19/2022,Male,1851000,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14101,SUV,Aurora
12/19/2022,Male,1420000,Volvo,S70,Overhead Camshaft,Manual,Black,22001,SUV,Greenville
12/19/2022,Female,13500,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9001,SUV,Pasco
12/19/2022,Female,875000,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22001,Sedan,Janesville
12/19/2022,Male,550000,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,29001,Hatchback,Scottsdale
12/19/2022,Male,2595000,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12500,Hatchback,Austin
12/19/2022,Female,1060000,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,SUV,Janesville
12/19/2022,Male,710000,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,Passenger,Scottsdale
12/19/2022,Male,650000,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,Hatchback,Austin
12/19/2022,Female,662000,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,25000,SUV,Middletown
12/19/2022,Male,13500,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,37000,Passenger,Aurora
12/19/2022,Male,385000,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Greenville
12/19/2022,Male,13500,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23000,Hatchback,Pasco
12/19/2022,Male,740000,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22000,Hatchback,Janesville
12/19/2022,Female,13500,Honda,Accord,Overhead Camshaft,Manual,Black,43000,Sedan,Scottsdale
12/19/2022,Male,1190000,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,Hardtop,Greenville
12/19/2022,Male,1450000,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Aurora
12/19/2022,Male,572500,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27500,SUV,Middletown
12/19/2022,Male,13500,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,Passenger,Aurora
12/19/2022,Male,1325000,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,39500,SUV,Greenville
12/19/2022,Male,2220000,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Pasco
12/19/2022,Male,428000,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hardtop,Greenville
12/19/2022,Female,1520000,Toyota,Sienna,Overhead Camshaft,Manual,Pale White,19000,Passenger,Scottsdale
12/19/2022,Male,1271000,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24100,Hardtop,Scottsdale
12/19/2022,Female,13500,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Janesville
12/19/2022,Male,2350000,Ford,Expedition,Overhead Camshaft,Manual,Pale White,22000,SUV,Scottsdale
12/19/2022,Male,905000,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Austin
12/19/2022,Male,3778000,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25800,Hatchback,Middletown
12/19/2022,Male,2030000,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,Passenger,Aurora
12/20/2022,Male,1915000,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11500,Sedan,Aurora
12/20/2022,Female,1840000,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22000,Sedan,Greenville
12/20/2022,Male,13500,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Pasco
12/20/2022,Female,755000,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22000,SUV,Janesville
12/20/2022,Male,1650000,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,Hatchback,Austin
12/20/2022,Female,1460000,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Hatchback,Austin
12/20/2022,Female,1760000,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,Sedan,Middletown
12/20/2022,Female,1600000,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26000,Sedan,Aurora
12/20/2022,Male,1530000,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,19000,Hatchback,Greenville
12/20/2022,Male,805000,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Pasco
12/20/2022,Male,13500,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Passenger,Janesville
12/20/2022,Male,935000,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,25001,SUV,Austin
12/20/2022,Male,510000,Acura,RL,Overhead Camshaft,Manual,Pale White,26001,SUV,Middletown
12/20/2022,Male,861000,Ford,Taurus,Overhead Camshaft,Manual,Black,69001,SUV,Aurora
12/20/2022,Male,732000,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14001,Sedan,Greenville
12/20/2022,Male,13500,Saturn,SW,Overhead Camshaft,Manual,Black,36001,Passenger,Pasco
12/20/2022,Female,360000,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82001,Passenger,Janesville
12/20/2022,Male,755000,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24001,Sedan,Scottsdale
12/20/2022,Male,432000,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Austin
12/20/2022,Male,325000,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14001,Sedan,Middletown
12/20/2022,Male,13500,Audi,A6,Overhead Camshaft,Manual,Black,25001,SUV,Aurora
12/20/2022,Male,1200000,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Sedan,Greenville
12/20/2022,Male,13500,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,Passenger,Greenville
12/20/2022,Male,1222500,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22251,Hatchback,Pasco
12/20/2022,Male,330000,Volvo,C70,Overhead Camshaft,Manual,Pale White,24001,Hatchback,Janesville
12/20/2022,Male,1232000,Honda,Accord,Overhead Camshaft,Manual,Black,43201,Sedan,Scottsdale
12/20/2022,Male,899000,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000,SUV,Austin
12/20/2022,Male,2300000,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Middletown
12/20/2022,Male,937500,Toyota,4Runner,Overhead Camshaft,Manual,Black,25500,Sedan,Aurora
12/20/2022,Male,1710000,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85000,SUV,Greenville
12/20/2022,Male,13500,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21000,Sedan,Pasco
12/20/2022,Male,1600000,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Janesville
12/20/2022,Male,1300000,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Scottsdale
12/20/2022,Female,431000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Austin
12/20/2022,Male,13500,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,SUV,Middletown
12/20/2022,Male,500000,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Aurora
12/20/2022,Male,365000,Honda,Passport,Overhead Camshaft,Manual,Black,22000,SUV,Greenville
12/20/2022,Female,400000,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,SUV,Pasco
12/20/2022,Male,570000,Toyota,Camry,Overhead Camshaft,Manual,Black,34001,Hatchback,Janesville
12/20/2022,Male,13500,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Scottsdale
12/20/2022,Female,465500,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29501,Passenger,Austin
12/20/2022,Male,515000,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,21001,SUV,Middletown
12/20/2022,Male,1095000,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26501,SUV,Aurora
12/20/2022,Male,582000,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,SUV,Greenville
12/20/2022,Male,13500,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,SUV,Greenville
12/20/2022,Male,13500,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Pasco
12/20/2022,Female,858000,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,Hardtop,Austin
12/20/2022,Male,631000,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,Hardtop,Austin
12/20/2022,Female,1350000,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Austin
12/20/2022,Female,1665000,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21500,SUV,Middletown
12/20/2022,Male,462250,Volvo,C70,Overhead Camshaft,Manual,Pale White,24250,Hatchback,Aurora
12/20/2022,Male,1150000,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,Hatchback,Greenville
12/20/2022,Male,1505000,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,Passenger,Pasco
12/20/2022,Male,13500,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,Hardtop,Austin
12/20/2022,Male,940000,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hardtop,Middletown
12/21/2022,Female,930000,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Scottsdale
12/21/2022,Female,805000,Mercury,Sable,Overhead Camshaft,Manual,Pale White,61000,Sedan,Austin
12/21/2022,Female,1090000,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,SUV,Janesville
12/21/2022,Male,2050000,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14001,Passenger,Scottsdale
12/21/2022,Male,2550000,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,Hatchback,Austin
12/21/2022,Male,905000,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,SUV,Middletown
12/21/2022,Male,1355000,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12501,Hatchback,Aurora
12/21/2022,Male,1845000,BMW,528i,Overhead Camshaft,Manual,Black,21501,SUV,Greenville
12/21/2022,Female,2110000,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28001,Sedan,Pasco
12/21/2022,Male,1760000,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,Sedan,Janesville
12/21/2022,Female,2655000,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21501,SUV,Scottsdale
12/21/2022,Male,13500,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39001,SUV,Pasco
12/21/2022,Female,595000,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,16001,Sedan,Janesville
12/21/2022,Male,13500,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,Hatchback,Scottsdale
12/21/2022,Male,13500,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,SUV,Austin
12/21/2022,Male,13500,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Black,11001,Passenger,Middletown
12/21/2022,Female,590000,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20001,Hatchback,Aurora
12/21/2022,Male,13500,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Sedan,Greenville
12/21/2022,Male,1450000,Toyota,Camry,Overhead Camshaft,Manual,Black,29001,Hatchback,Pasco
12/21/2022,Female,663000,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,Hardtop,Greenville
12/21/2022,Male,655000,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31001,Passenger,Scottsdale
12/21/2022,Male,812000,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,Hatchback,Austin
12/21/2022,Male,2300000,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,Sedan,Austin
12/21/2022,Male,490000,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,Passenger,Middletown
12/21/2022,Male,1300000,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20001,Passenger,Aurora
12/21/2022,Male,1300000,Nissan,Frontier,Overhead Camshaft,Manual,Black,53001,Hatchback,Greenville
12/21/2022,Male,1405000,Honda,Passport,Overhead Camshaft,Manual,Pale White,13500,Hardtop,Janesville
12/21/2022,Male,775000,Acura,RL,Overhead Camshaft,Manual,Pale White,31000,SUV,Janesville
12/21/2022,Male,1378000,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12800,Hardtop,Janesville
12/21/2022,Male,1410000,Subaru,Forester,Overhead Camshaft,Manual,Pale White,26000,Hardtop,Austin
12/21/2022,Male,602000,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21000,SUV,Middletown
12/21/2022,Male,650000,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Aurora
12/21/2022,Male,13500,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Greenville
12/21/2022,Male,545000,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,Passenger,Pasco
12/21/2022,Male,461000,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20001,SUV,Janesville
12/21/2022,Male,751000,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,Hatchback,Scottsdale
12/21/2022,Male,500000,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,SUV,Austin
12/21/2022,Male,560000,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Middletown
12/21/2022,Male,320000,Dodge,Neon,Overhead Camshaft,Manual,Pale White,19000,SUV,Aurora
12/21/2022,Male,450000,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,24000,Passenger,Greenville
12/21/2022,Male,703000,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,SUV,Pasco
12/21/2022,Female,680000,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Janesville
12/21/2022,Male,650000,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Scottsdale
12/21/2022,Male,770000,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Hatchback,Austin
12/21/2022,Male,13500,Volvo,S80,Overhead Camshaft,Manual,Pale White,25000,Sedan,Austin
12/21/2022,Male,1250000,Mercury,Villager,Overhead Camshaft,Manual,Pale White,16000,Passenger,Middletown
12/21/2022,Male,1520000,Buick,LeSabre,Overhead Camshaft,Manual,Black,20000,Sedan,Aurora
12/21/2022,Female,13500,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,Passenger,Greenville
12/21/2022,Female,1250000,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Pasco
12/21/2022,Male,1070000,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,SUV,Janesville
12/21/2022,Male,13500,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Scottsdale
12/21/2022,Male,822000,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Sedan,Austin
12/21/2022,Male,1225000,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,25500,SUV,Middletown
12/21/2022,Male,1760000,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Aurora
12/21/2022,Male,1668000,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,19800,Hardtop,Aurora
12/22/2022,Male,2050000,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21001,Hatchback,Austin
12/22/2022,Male,1620000,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9000,SUV,Middletown
12/22/2022,Female,2127000,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20700,SUV,Aurora
12/22/2022,Male,1400000,Volvo,S40,Overhead Camshaft,Manual,Pale White,17001,Sedan,Middletown
12/22/2022,Male,13500,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,57001,SUV,Aurora
12/22/2022,Male,1170000,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,SUV,Greenville
12/22/2022,Male,1283000,BMW,528i,Overhead Camshaft,Manual,Pale White,29300,SUV,Pasco
12/22/2022,Male,1450000,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Janesville
12/22/2022,Male,1325000,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62500,SUV,Scottsdale
12/22/2022,Male,480000,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Middletown
12/22/2022,Male,590000,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27000,Passenger,Aurora
12/22/2022,Male,900000,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57000,SUV,Greenville
12/22/2022,Male,1850000,Ford,Escort,Overhead Camshaft,Manual,Black,12000,Passenger,Pasco
12/22/2022,Male,2380000,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Janesville
12/22/2022,Male,410000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,Hardtop,Aurora
12/23/2022,Female,13500,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,29000,Sedan,Greenville
12/23/2022,Male,13500,Acura,RL,Overhead Camshaft,Manual,Black,18001,SUV,Pasco
12/23/2022,Male,13500,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Sedan,Austin
12/23/2022,Male,13500,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,SUV,Pasco
12/23/2022,Male,13500,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,Passenger,Austin
12/24/2022,Male,940000,Volvo,S70,Overhead Camshaft,Manual,Black,22000,Hatchback,Pasco
12/24/2022,Male,1710000,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Janesville
12/24/2022,Male,1800000,Honda,Accord,Overhead Camshaft,Manual,Black,43000,Sedan,Scottsdale
12/24/2022,Male,1706000,BMW,328i,Overhead Camshaft,Manual,Pale White,21600,Sedan,Austin
12/24/2022,Male,13500,Pontiac,Bonneville,Overhead Camshaft,Manual,Pale White,11000,Hatchback,Middletown
12/24/2022,Male,1300000,Ford,Focus,Overhead Camshaft,Manual,Pale White,24000,Hatchback,Aurora
12/24/2022,Female,2355000,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24500,SUV,Greenville
12/24/2022,Male,13500,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37000,SUV,Pasco
12/24/2022,Male,13500,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Janesville
12/24/2022,Female,1845000,Acura,RL,Overhead Camshaft,Manual,Black,18500,SUV,Scottsdale
12/24/2022,Female,13500,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Sedan,Austin
12/24/2022,Male,770000,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,Hatchback,Middletown
12/24/2022,Male,2200000,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25000,Hatchback,Aurora
12/24/2022,Female,2800000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Hatchback,Greenville
12/24/2022,Male,13500,Toyota,Tacoma,Overhead Camshaft,Manual,Black,36000,Hatchback,Pasco
12/24/2022,Female,1912500,Infiniti,I30,Overhead Camshaft,Manual,Pale White,16250,Hatchback,Janesville
12/24/2022,Female,1655000,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,Sedan,Scottsdale
12/24/2022,Female,1800000,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Austin
12/24/2022,Female,13500,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000,Sedan,Middletown
12/24/2022,Male,970000,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27001,Passenger,Janesville
12/24/2022,Male,3350000,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25001,SUV,Scottsdale
12/24/2022,Male,2255000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32501,Hatchback,Austin
12/24/2022,Male,870000,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20001,SUV,Middletown
12/24/2022,Male,1870000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9001,Hatchback,Aurora
12/24/2022,Male,13500,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54001,SUV,Greenville
12/24/2022,Male,1750000,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Sedan,Pasco
12/24/2022,Male,1800000,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,37001,Hatchback,Janesville
12/24/2022,Male,3825000,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13501,Passenger,Scottsdale
12/24/2022,Male,13500,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Sedan,Austin
12/24/2022,Male,13500,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,13001,SUV,Janesville
12/24/2022,Male,13500,Ford,Taurus,Overhead Camshaft,Manual,Black,43001,SUV,Scottsdale
12/24/2022,Male,485000,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22001,Hatchback,Austin
12/24/2022,Male,1350000,Porsche,Boxter,DoubleÂ Overhead Camshaft,Auto,Black,26001,SUV,Middletown
12/24/2022,Male,600000,Infiniti,I30,Overhead Camshaft,Manual,Pale White,22000,Hardtop,Greenville
12/24/2022,Male,940000,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Hatchback,Greenville
12/24/2022,Male,410000,BMW,528i,Overhead Camshaft,Manual,Black,21001,SUV,Pasco
12/24/2022,Male,980000,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hatchback,Janesville
12/24/2022,Male,380000,Toyota,RAV4,Overhead Camshaft,Manual,Black,85001,Hatchback,Scottsdale
12/24/2022,Male,13500,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20000,Passenger,Middletown
12/24/2022,Male,865500,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,Passenger,Aurora
12/24/2022,Male,13500,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,SUV,Greenville
12/24/2022,Female,657000,Ford,Focus,Overhead Camshaft,Manual,Black,49000,Hardtop,Aurora
12/24/2022,Female,553000,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,Janesville
12/24/2022,Male,380000,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,27000,Passenger,Scottsdale
12/24/2022,Male,425000,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Austin
12/24/2022,Male,280000,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Janesville
12/24/2022,Male,13500,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,12000,Sedan,Scottsdale
12/24/2022,Female,370000,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Austin
12/24/2022,Female,585000,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000,Hardtop,Janesville
12/24/2022,Male,391000,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Aurora
12/24/2022,Male,715000,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,SUV,Greenville
12/24/2022,Male,1130000,Buick,LeSabre,Overhead Camshaft,Manual,Black,20000,Sedan,Pasco
12/24/2022,Male,1110000,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28000,Hatchback,Janesville
12/24/2022,Male,950000,Acura,RL,Overhead Camshaft,Manual,Black,18001,SUV,Scottsdale
12/24/2022,Male,918000,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Hatchback,Austin
12/24/2022,Male,730000,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Hatchback,Middletown
12/24/2022,Male,360000,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Hatchback,Aurora
12/24/2022,Male,935000,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,SUV,Janesville
12/24/2022,Male,700000,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Scottsdale
12/24/2022,Female,746000,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Austin
12/24/2022,Male,675000,Volvo,S40,Overhead Camshaft,Manual,Pale White,22000,Sedan,Janesville
12/24/2022,Male,816000,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Passenger,Scottsdale
12/24/2022,Female,1100000,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,Passenger,Austin
12/24/2022,Male,845000,Ford,Taurus,Overhead Camshaft,Manual,Pale White,22000,SUV,Middletown
12/24/2022,Male,725000,Dodge,Caravan,Overhead Camshaft,Manual,Pale White,24000,SUV,Aurora
12/24/2022,Female,590000,Acura,TL,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Greenville
12/24/2022,Male,772000,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,25000,Hatchback,Pasco
